drug_id,source,inchikey,nn_analog,target_chembl_id,sim_score,org_class,target_name,calibrated,wall,depth
WDR5-0103,broad_hub,ZPLBXOVTSNRBFB-UHFFFAOYSA-N,0.4626865684986114,CHEMBL2026,0.3768115937709808,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
WIKI4,broad_hub,RNUXIZKXJOGYQP-UHFFFAOYSA-N,0.3648648560047149,CHEMBL2026,0.3194444477558136,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
WIN-18446,broad_hub,FAOMZVDZARKPFJ-UHFFFAOYSA-N,0.4583333432674408,CHEMBL2026,0.3529411852359772,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
WIN-64338,broad_hub,UKMJWGFHXMGRNG-QLKFWGTOSA-O,0.3291139304637909,CHEMBL2026,0.3103448152542114,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
WR99210,broad_hub,MJZJYWCQPMNPRM-UHFFFAOYSA-N,1.0,CHEMBL1939,1.0,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.8,above,above(>=0.5)
WWL-113,broad_hub,AKIIPHDGVCFVCC-UHFFFAOYSA-N,0.3661971688270569,CHEMBL2026,0.3661971688270569,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
WWL-123,broad_hub,UUJGYRHAOHORFC-UHFFFAOYSA-N,0.3617021143436432,CHEMBL2026,0.3235294222831726,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
WY-16922,broad_hub,GGLRYZACPLNCKB-UHFFFAOYSA-N,0.4047619104385376,CHEMBL2026,0.3571428656578064,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
WZ4003,broad_hub,SDGJBAUIGHSMRI-UHFFFAOYSA-N,0.3222222328186035,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
WZ811,broad_hub,KBVFRXIGQQRMEF-UHFFFAOYSA-N,0.4857142865657806,CHEMBL2026,0.3243243098258972,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
XL147,broad_hub,MQMKRQLTIWPEDM-UHFFFAOYSA-N,0.3620689511299133,CHEMBL4296320,0.3283582031726837,viral,RNA-directed RNA polymerase,0.38,below,mid(0.35-0.45)
Y-26763,broad_hub,IWTCFIIOUXJOOV-OLZOCXBDSA-N,0.6346153616905212,CHEMBL247,0.3050847351551056,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,above,above(>=0.5)
Y-27632,broad_hub,IYOZTVGMEWJPKR-IJLUTSLNSA-N,0.5102040767669678,CHEMBL2026,0.4186046421527862,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
Y-29794,broad_hub,HAGHKJDWBDSFKC-UHFFFAOYSA-N,0.3225806355476379,CHEMBL2026,0.3225806355476379,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
YC-1,broad_hub,OQQVFCKUDYMWGV-UHFFFAOYSA-N,0.3389830589294433,CHEMBL2026,0.3389830589294433,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
YK-4-279,broad_hub,HLXSCTYHLQHQDJ-KRWDZBQOSA-N,0.3846153914928436,CHEMBL2026,0.3846153914928436,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
YL0919,broad_hub,BGMVOROUOUVVRV-UHFFFAOYSA-N,0.3921568691730499,CHEMBL2026,0.3469387888908386,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
YM-244769,broad_hub,JZMLHJRKSJXARY-UHFFFAOYSA-N,0.3432835936546325,CHEMBL2026,0.342857152223587,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
YM-298198-desmethyl,broad_hub,VWOMTTIMBHBPBI-UHFFFAOYSA-N,0.3818181753158569,CHEMBL2026,0.3818181753158569,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
YM-90709,broad_hub,HIXSPVQXXDULHS-UHFFFAOYSA-N,0.3703703582286834,CHEMBL2026,0.3265306055545807,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
YS-035,broad_hub,OXZMQFKVNVQMLI-UHFFFAOYSA-N,0.5531914830207825,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
YZ9,broad_hub,IETDBZQIWIJQJG-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4693877696990967,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
ZCL-278,broad_hub,XKZDWYDHEBCGCG-UHFFFAOYSA-N,0.3382352888584137,CHEMBL2026,0.3382352888584137,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
ZD-2079,broad_hub,SRBPKVWITYPHQR-KRWDZBQOSA-N,0.395348846912384,CHEMBL2026,0.3529411852359772,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ZD-7114,broad_hub,RVMBDLSFFNKKLG-SFHVURJKSA-N,0.4615384638309479,CHEMBL2026,0.4615384638309479,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
ZK-93423,broad_hub,ALBKMJDFBZVHAK-UHFFFAOYSA-N,0.4225352108478546,CHEMBL2026,0.4225352108478546,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ZK-93426,broad_hub,VMDUABMKBUKKPG-UHFFFAOYSA-N,0.3620689511299133,CHEMBL2026,0.3620689511299133,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ZLN005,broad_hub,LQUNNCQSFFKSSK-UHFFFAOYSA-N,0.449999988079071,CHEMBL1075207,0.4166666567325592,bacterial,Transcriptional activator protein LasR,0.38,below,mid(0.35-0.45)
ZM-226600,broad_hub,LJLXQHHFAKVTNP-OAHLLOKOSA-N,0.4000000059604645,CHEMBL2026,0.3488371968269348,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ZM-323881,broad_hub,NVBNDZZLJRYRPD-UHFFFAOYSA-N,0.375,CHEMBL2026,0.3243243098258972,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ZM-336372,broad_hub,PYEFPDQFAZNXLI-UHFFFAOYSA-N,0.4032258093357086,CHEMBL2026,0.4032258093357086,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ZM-447439,broad_hub,OGNYUTNQZVRGMN-UHFFFAOYSA-N,0.4767441749572754,CHEMBL2026,0.3541666567325592,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
ZSTK-474,broad_hub,HGVNLRPZOWWDKD-UHFFFAOYSA-N,0.3958333432674408,CHEMBL2026,0.3958333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
abacavir,broad_hub,MCGSCOLBFJQGHM-SCZZXKLOSA-N,1.0,CHEMBL247,1.0,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.8,above,above(>=0.5)
abarelix,broad_hub,AIWRTTMUVOZGPW-HSPKUQOVSA-N,1.0,CHEMBL2026,0.3759999871253967,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
abiraterone,broad_hub,GZOSMCIZMLWJML-VJLLXTKPSA-N,1.0,CHEMBL2026,0.4833333194255829,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
abiraterone-acetate,broad_hub,UVIQSJCZCSLXRZ-UBUQANBQSA-N,1.0,CHEMBL2026,0.3913043439388275,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acadesine,broad_hub,RTRQQBHATOEIAF-UUOKFMHZSA-N,0.7674418687820435,CHEMBL2026,0.5400000214576721,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
acarbose,broad_hub,XUFXOAAUWZOOIT-SXARVLRPSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
acecainide,broad_hub,KEECCEWTUVWFCV-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3888888955116272,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acedapsone,broad_hub,AMTPYFGPPVFBBI-UHFFFAOYSA-N,0.7142857313156128,CHEMBL2026,0.3939394056797027,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acefylline,broad_hub,HCYFGRCYSCXKNQ-UHFFFAOYSA-N,0.7250000238418579,CHEMBL2026,0.7250000238418579,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
aceglutamide,broad_hub,KSMRODHGGIIXDV-YFKPBYRVSA-N,0.5333333611488342,CHEMBL2026,0.4444444477558136,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acelarin,broad_hub,NHTKGYOMICWFQZ-LHFSRKHSSA-N,0.4050633013248443,CHEMBL4296320,0.4050633013248443,viral,RNA-directed RNA polymerase,0.38,below,mid(0.35-0.45)
acemetacin,broad_hub,FSQKKOOTNAMONP-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3378378450870514,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
aceneuramic-acid,broad_hub,SQVRNKJHWKZAKO-PFQGKNLYSA-N,0.4727272689342499,CHEMBL6135,0.4727272689342499,viral,Neuraminidase,0.62,below,edge(0.45-0.5)
acenocoumarol,broad_hub,VABCILAOYCMVPS-HNNXBMFYSA-N,1.0,CHEMBL2026,0.7659574747085571,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
acetanilide,broad_hub,FZERHIULMFGESH-UHFFFAOYSA-N,0.6363636255264282,CHEMBL2026,0.4827586114406585,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
acetarsol,broad_hub,ODFJOVXVLFUVNQ-UHFFFAOYSA-N,0.4358974397182464,CHEMBL2026,0.4358974397182464,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
acetohexamide,broad_hub,VGZSUPCWNCWDAN-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4545454680919647,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acetyl-11-keto-beta-boswellic-acid,broad_hub,HMMGKOVEOFBCAU-OQJDUFEHSA-N,1.0,CHEMBL2366517,0.4124999940395355,viral,Protease,0.38,above,above(>=0.5)
acetyl-farnesyl-cysteine,broad_hub,XTURYZYJYQRJDO-BNAHBJSTSA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acetyl-l-leucine,broad_hub,WXNXCEHXYPACJF-ZETCQYMHSA-N,1.0,CHEMBL2026,0.4848484992980957,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
acetylcholine,broad_hub,OIPILFWXSMYKGL-UHFFFAOYSA-N,0.949999988079071,CHEMBL2026,0.949999988079071,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
acetylcysteine,broad_hub,PWKSKIMOESPYIA-BYPYZUCNSA-N,1.0,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
acetylsalicylsalicylic-acid,broad_hub,DDSFKIFGAPZBSR-UHFFFAOYSA-N,0.6176470518112183,CHEMBL2026,0.3720930218696594,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
acexamic-acid,broad_hub,WDSCBUNMANHPFH-UHFFFAOYSA-N,0.7272727489471436,CHEMBL2026,0.5151515007019043,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
acifran,broad_hub,DFDGRKNOFOJBAJ-LBPRGKRZSA-N,0.3125,CHEMBL2026,0.3125,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
acipimox,broad_hub,DJQOOSBJCLSSEY-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3030303120613098,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
aclarubicin,broad_hub,USZYSDMBJDPRIF-SVEJIMAYSA-N,1.0,CHEMBL4523582,0.3138686120510101,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
acolbifene,broad_hub,DUYNJNWVGIWJRI-LJAQVGFWSA-N,0.5441176295280457,CHEMBL6135,0.3230769336223602,viral,Neuraminidase,0.38,above,above(>=0.5)
acriflavinium,broad_hub,XSIOKTWDEOJMGG-UHFFFAOYSA-O,0.4444444477558136,CHEMBL247,0.3095238208770752,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
acrisorcin,broad_hub,YZODJQFXMFEJRM-UHFFFAOYSA-N,0.4390243887901306,CHEMBL4523582,0.3846153914928436,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
actinoquinol,broad_hub,YAMVZYRZAMBCED-UHFFFAOYSA-N,0.4166666567325592,CHEMBL4523582,0.304347813129425,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
acumapimod,broad_hub,VGUSQKZDZHAAEE-UHFFFAOYSA-N,0.350649356842041,CHEMBL2026,0.3076923191547394,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
acyclovir,broad_hub,MKUXAQIIEYXACX-UHFFFAOYSA-N,0.6603773832321167,CHEMBL2026,0.6603773832321167,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
adapalene,broad_hub,LZCDAPDGXCYOEH-UHFFFAOYSA-N,0.4347825944423675,CHEMBL2026,0.3442623019218445,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
adaprev,broad_hub,NBSCHQHZLSJFNQ-DVKNGEFBSA-N,0.4827586114406585,CHEMBL2026,0.4722222089767456,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
adaptavir,broad_hub,AKWRNBWMGFUAMF-ZESMOPTKSA-N,0.4666666686534881,CHEMBL2026,0.3389830589294433,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
adarotene,broad_hub,QAWBIEIZDDIEMW-FPYGCLRLSA-N,0.4210526347160339,CHEMBL3471,0.3666666746139526,viral,Human immunodeficiency virus type 1 integrase,0.38,below,mid(0.35-0.45)
adatanserin,broad_hub,HPFLVTSWRFCPCV-UHFFFAOYSA-N,0.4137931168079376,CHEMBL2026,0.314814805984497,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
adefovir,broad_hub,SUPKOOSCJHTBAH-UHFFFAOYSA-N,0.5,CHEMBL2026,0.4032258093357086,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
adefovir-dipivoxil,broad_hub,WOZSCQDILHKSGG-UHFFFAOYSA-N,0.4107142984867096,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
adelmidrol,broad_hub,PAHZPHDAJQIETD-UHFFFAOYSA-N,0.7916666865348816,CHEMBL2026,0.7916666865348816,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
ademetionine,broad_hub,MEFKEPWMEQBLKI-AIRLBKTGSA-O,0.5932203531265259,CHEMBL2026,0.5932203531265259,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
adenosine,broad_hub,OIRDTQYFTABQOQ-KQYNXXCUSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
adenosine-phosphate,broad_hub,UDMBCSSLTHHNCD-KQYNXXCUSA-N,0.8461538553237915,CHEMBL2026,0.6964285969734192,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
adenosine-triphosphate,broad_hub,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,1.0,CHEMBL4296320,0.7213114500045776,viral,RNA-directed RNA polymerase,0.8,above,above(>=0.5)
adiporon,broad_hub,SHHUPGSHGSNPDB-UHFFFAOYSA-N,0.6333333253860474,CHEMBL2026,0.3580246865749359,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
adrafinil,broad_hub,CGNMLOKEMNBUAI-HXUWFJFHSA-N,0.4411764740943908,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
adrenalone,broad_hub,PZMVOUYYNKPMSI-UHFFFAOYSA-N,0.53125,CHEMBL4523582,0.53125,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
afalanine,broad_hub,CBQJSKKFNMDLON-JTQLQIEISA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
agomelatine,broad_hub,YJYPHIXNFHFHND-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4482758641242981,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
aklomide,broad_hub,GFGSZUNNBQXGMK-UHFFFAOYSA-N,0.5277777910232544,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alacepril,broad_hub,FHHHOYXPRDYHEZ-COXVUDFISA-N,0.6451612710952759,CHEMBL2026,0.4473684132099151,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
alagebrium,broad_hub,LYLFQLCLUXOFOL-UHFFFAOYSA-N,0.4117647111415863,CHEMBL2026,0.3125,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
alanine,broad_hub,QNAYBMKLOCPYGJ-UWTATZPHSA-N,0.5333333611488342,CHEMBL2026,0.5333333611488342,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alaproclate,broad_hub,FZSPJBYOKQPKCD-SECBINFHSA-N,1.0,CHEMBL2026,0.3695652186870575,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
albendazole,broad_hub,HXHWSAZORRCQMX-UHFFFAOYSA-N,0.8260869383811951,CHEMBL2026,0.5370370149612427,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
albendazole-oxide,broad_hub,VXTGHWHFYNYFFV-LJQANCHMSA-N,0.5178571343421936,CHEMBL2026,0.4482758641242981,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
alclofenac,broad_hub,ARHWPKZXBHOEEE-UHFFFAOYSA-N,0.5128205418586731,CHEMBL2026,0.3111111223697662,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
alclometasone-dipropionate,broad_hub,DJHCCTTVDRAMEH-FQEREKBASA-N,1.0,CHEMBL2026,0.5874999761581421,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alda-1,broad_hub,NMKJFZCBCIUYHI-UHFFFAOYSA-N,0.4468085169792175,CHEMBL2026,0.4137931168079376,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
aldoxorubicin,broad_hub,OBMJQRLIQQTJLR-USGQOSEYSA-N,1.0,CHEMBL4523582,1.0,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
alfacalcidol,broad_hub,OFHCOWSQAMBJIW-AVJTYSNKSA-N,1.0,CHEMBL2026,0.5142857432365417,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alfadolone-acetate,broad_hub,QRJOQYLXZPQQMX-FWROMSNXSA-N,0.7547169923782349,CHEMBL2026,0.5263158082962036,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alfuzosin,broad_hub,WNMJYKCGWZFFKR-CQSZACIVSA-N,0.5068492889404297,CHEMBL2026,0.3085106313228607,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
alibendol,broad_hub,UMJHTFHIQDEGKB-UHFFFAOYSA-N,0.4468085169792175,CHEMBL2026,0.4130434691905975,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
aliskiren-hemifumarate,broad_hub,UXOWGYHJODZGMF-QORCZRPOSA-N,1.0,CHEMBL2366517,1.0,viral,Protease,0.8,above,above(>=0.5)
alisporivir,broad_hub,OLROWHGDTNFZBH-XEMWPYQTSA-N,1.0,CHEMBL247,0.7976190447807312,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.8,above,above(>=0.5)
alizapride,broad_hub,KSEYRUGYKHXGFW-LLVKDONJSA-N,1.0,CHEMBL2026,0.3376623392105102,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
allopurinol-riboside,broad_hub,KFQUAMTWOJHPEJ-DAGMQNCNSA-N,0.5714285969734192,CHEMBL2026,0.4716981053352356,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
almorexant,broad_hub,DKMACHNQISHMDN-RPLLCQBOSA-N,0.375,CHEMBL2026,0.375,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
aloin,broad_hub,AFHJQYHRLPMKHU-OSYMLPPYSA-N,0.7692307829856873,CHEMBL2026,0.5230769515037537,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alovudine,broad_hub,UXCAQJAQSWSNPQ-XLPZGREQSA-N,0.6538461446762085,CHEMBL247,0.5166666507720947,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.75,above,above(>=0.5)
aloxistatin,broad_hub,SRVFFFJZQVENJC-IHRRRGAJSA-N,1.0,CHEMBL2026,0.717391312122345,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
alpha-D-glucopyranose,broad_hub,WQZGKKKJIJFFOK-DVKNGEFBSA-N,1.0,CHEMBL2026,0.9411764740943908,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
alpha-asarone,broad_hub,RKFAZBXYICVSKP-AATRIKPKSA-N,1.0,CHEMBL2026,0.4054054021835327,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
alpha-glucosyl-hesperidin,broad_hub,IMMBLRJLSYJQIZ-RBWYFKFWSA-N,0.7763158082962036,CHEMBL2026,0.7283950448036194,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
alpha-linolenic-acid,broad_hub,DTOSIQBPPRVQHS-PDBXOOCHSA-N,0.8518518805503845,CHEMBL2026,0.7586206793785095,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
alpha-tochopherol,broad_hub,GVJHHUAWPYXKBD-QLVXXPONSA-N,1.0,CHEMBL2026,0.698113203048706,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
alpha-tochopheryl-acetate,broad_hub,ZAKOWWREFLAJOT-PKIAKLFDSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
alprostadil,broad_hub,GMVPRGQOIOIIMI-DWKJAMRDSA-N,1.0,CHEMBL2026,0.3970588147640228,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
alrestatin,broad_hub,GCUCIFQCGJIRNT-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3589743673801422,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
althiazide,broad_hub,VGLGVJVUHYTIIU-LLVKDONJSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
altretamine,broad_hub,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4545454680919647,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ambrisentan,broad_hub,OUJTZYPIHDYQMC-LJQANCHMSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
amcinonide,broad_hub,ILKJAFIWWBXGDU-KNPIAJNZSA-N,0.4588235318660736,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
amdinocillin,broad_hub,BWWVAEOLVKTZFQ-ISVUSNJMSA-N,0.6491228342056274,CHEMBL2026,0.3116883039474487,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ameltolide,broad_hub,HZIWGOAXOBPQGY-UHFFFAOYSA-N,0.4324324429035187,CHEMBL2026,0.4324324429035187,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ametantrone,broad_hub,FFGSXKJJVBXWCY-UHFFFAOYSA-N,0.3888888955116272,CHEMBL4296320,0.3392857015132904,viral,RNA-directed RNA polymerase,0.38,below,mid(0.35-0.45)
amfenac,broad_hub,SOYCMDCMZDHQFP-UHFFFAOYSA-N,0.7777777910232544,CHEMBL2026,0.3255814015865326,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
amifampridine,broad_hub,OYTKINVCDFNREN-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
amikacin,broad_hub,LKCWBDHBTVXHDL-RMDFUYIESA-N,0.6551724076271057,CHEMBL2026,0.3088235259056091,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
amineptine,broad_hub,ONNOFKFOZAJDHT-UHFFFAOYSA-N,0.5,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,edge(0.45-0.5)
aminohydroxybutyric-acid,broad_hub,YQGDEPYYFWUPGO-VKHMYHEASA-N,0.4799999892711639,CHEMBL2026,0.4799999892711639,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
aminophylline,broad_hub,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,0.4571428596973419,CHEMBL2026,0.3947368562221527,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
aminopterin,broad_hub,TVZGACDUOSZQKY-LBPRGKRZSA-N,0.7121211886405945,CHEMBL1809,0.6818181872367859,bacterial,Dihydrofolate reductase,0.75,above,above(>=0.5)
aminothiazole,broad_hub,RAIPHJJURHTUIC-UHFFFAOYSA-N,0.3529411852359772,CHEMBL1075207,0.3529411852359772,bacterial,Transcriptional activator protein LasR,0.38,below,mid(0.35-0.45)
amisulpride,broad_hub,NTJOBXMMWNYJFB-GFCCVEGCSA-N,1.0,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
amlexanox,broad_hub,SGRYPYWGNKJSDL-UHFFFAOYSA-N,1.0,CHEMBL247,0.3199999928474426,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,above,above(>=0.5)
amlodipine,broad_hub,HTIQEAQVCYTUBX-QGZVFWFLSA-N,1.0,CHEMBL2026,0.359375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ammonium-glycyrrhizinate,broad_hub,LPLVUJXQOOQHMX-QWBHMCJMSA-N,1.0,CHEMBL2366517,0.3548386991024017,viral,Protease,0.38,above,above(>=0.5)
ammonium-lactate,broad_hub,RZOBLYBZQXQGFY-HSHFZTNMSA-N,0.5333333611488342,CHEMBL2026,0.5333333611488342,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
amoxicillin,broad_hub,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,1.0,CHEMBL2026,0.4459459483623504,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ampalex,broad_hub,ANDGGVOPIJEHOF-UHFFFAOYSA-N,0.5,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,edge(0.45-0.5)
ampicillin,broad_hub,AVKUERGKIZMTKX-NJBDSQKTSA-N,0.8399999737739563,CHEMBL2026,0.52173912525177,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
ampiroxicam,broad_hub,LSNWBKACGXCGAJ-ZDUSSCGKSA-N,1.0,CHEMBL2026,0.4520547986030578,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
amprenavir,broad_hub,YMARZQAQMVYCKC-OEMFJLHTSA-N,1.0,CHEMBL243,1.0,viral,Human immunodeficiency virus type 1 protease,0.8,above,above(>=0.5)
amprolium,broad_hub,IPZFPROOBOUEIG-UHFFFAOYSA-N,0.3499999940395355,CHEMBL2026,0.3499999940395355,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
amrinone,broad_hub,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,0.3333333432674408,CHEMBL2026,0.3055555522441864,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
amrubicin,broad_hub,VJZITPJGSQKZMX-XDPRQOKASA-N,1.0,CHEMBL4523582,0.342342346906662,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
amsacrine,broad_hub,XCPGHVQEEXUHNC-UHFFFAOYSA-N,0.5,CHEMBL2026,0.3725490272045135,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
amtolmetin-guacil,broad_hub,CWJNMKKMGIAGDK-UHFFFAOYSA-N,0.5185185074806213,CHEMBL2026,0.3378378450870514,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
amygdalin,broad_hub,XUCIJNAGGSZNQT-JHSLDZJXSA-N,0.5106382966041565,CHEMBL2026,0.5106382966041565,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
