metabolite,chebi_id,met_smiles,target_chembl_id,target_name,target_class,analog_similarity,nn_analog,metabolite_promiscuity,tier
2'-deoxycytidine,CHEBI:15698,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5454545454545454,0.5454545454545454,12,B (0.5-0.6)
N-acetyl-D-glucosamine,CHEBI:506227,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5454545454545454,0.5454545454545454,13,B (0.5-0.6)
N-acetyl-D-galactosamine,CHEBI:28037,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5454545454545454,0.5454545454545454,13,B (0.5-0.6)
L-aspartic acid,CHEBI:17053,N[C@@H](CC(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5454545454545454,0.5454545454545454,19,B (0.5-0.6)
D-glutamic acid,CHEBI:15966,N[C@H](CCC(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5454545454545454,0.5454545454545454,19,B (0.5-0.6)
L-glutamic acid,CHEBI:16015,N[C@@H](CCC(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5454545454545454,0.5454545454545454,19,B (0.5-0.6)
ochratoxin alpha,CHEBI:133917,C[C@@H]1Cc2c(Cl)cc(C(=O)O)c(O)c2C(=O)O1,CHEMBL1951,Amine oxidase [flavin-containing] A,Enzyme (other),0.5454545454545454,0.5454545454545454,7,B (0.5-0.6)
3-methylarginine,CHEBI:171656,CC(CCNC(=N)N)C(N)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5428571428571428,0.5428571428571428,15,B (0.5-0.6)
3-methylarginine,CHEBI:171656,CC(CCNC(=N)N)C(N)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5428571428571428,0.5428571428571428,15,B (0.5-0.6)
2'-deoxycytosine 5'-monophosphate,CHEBI:15918,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5423728813559322,0.5423728813559322,15,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
"2,6-dimethylheptanoic acid",CHEBI:143886,CC(C)CCCC(C)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5416666666666666,0.5416666666666666,8,B (0.5-0.6)
staurosporine,CHEBI:15738,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2147,Serine/threonine-protein kinase pim-1,Kinase,0.5416666666666666,0.5416666666666666,9,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
methyl gamma-D-aspartate,CHEBI:87437,COC(=O)C[C@@H](N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5416666666666666,0.5416666666666666,13,B (0.5-0.6)
L-ribonic acid,CHEBI:87765,O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5416666666666666,0.5416666666666666,4,B (0.5-0.6)
selenohomocystine,CHEBI:27461,NC(CC[Se][Se]CCC(N)C(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5416666666666666,0.5416666666666666,15,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5416666666666666,0.5416666666666666,16,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5416666666666666,0.5416666666666666,16,B (0.5-0.6)
"2,6-dichlorobenzoic acid",CHEBI:48623,O=C(O)c1c(Cl)cccc1Cl,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5416666666666666,0.5416666666666666,17,B (0.5-0.6)
selenohomocystine,CHEBI:27461,NC(CC[Se][Se]CCC(N)C(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5416666666666666,0.5416666666666666,15,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL2061,Retinoic acid receptor RXR-alpha,Nuclear receptor,0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL2008,Retinoic acid receptor beta,Nuclear receptor,0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL2003,Retinoic acid receptor gamma,Nuclear receptor,0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL2055,Retinoic acid receptor alpha,Nuclear receptor,0.5416666666666666,0.5416666666666666,12,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL208,Progesterone receptor,Nuclear receptor,0.5396825396825397,0.5396825396825397,25,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL1871,Androgen receptor,Nuclear receptor,0.5396825396825397,0.5396825396825397,25,B (0.5-0.6)
"2,4-dichlorobenzoic acid",CHEBI:30748,O=C(O)c1ccc(Cl)cc1Cl,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5384615384615384,0.5384615384615384,19,B (0.5-0.6)
Asp-Asp,CHEBI:73446,N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5384615384615384,0.5384615384615384,16,B (0.5-0.6)
Cys-Cys,CHEBI:131608,N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5384615384615384,0.5384615384615384,14,B (0.5-0.6)
N(2)-succinyl-L-arginine,CHEBI:17705,N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5384615384615384,0.5384615384615384,19,B (0.5-0.6)
N(2)-succinyl-L-arginine,CHEBI:17705,N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5384615384615384,0.5384615384615384,19,B (0.5-0.6)
3'-hydroxyechinenone,CHEBI:80214,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)C[C@H](O)C1,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5384615384615384,0.5384615384615384,12,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL226,Adenosine receptor A1,GPCR (aminergic/purinergic),0.5378151260504201,0.5378151260504201,12,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL234,D(3) dopamine receptor,GPCR (aminergic/purinergic),0.5378151260504201,0.5378151260504201,12,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.5378151260504201,0.5378151260504201,12,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5378151260504201,0.5378151260504201,12,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL236,Delta-type opioid receptor,GPCR (aminergic/purinergic),0.5378151260504201,0.5378151260504201,12,B (0.5-0.6)
reedsmycin F,CHEBI:219391,CCC(C)C1OC(=O)/C=C/C=C/C=C/C=C/C2OC(CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)/C=C/C1C)CC2O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5373134328358209,0.5373134328358209,1,B (0.5-0.6)
cytosylglucuronate,CHEBI:132252,Nc1ccn([C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5370370370370371,0.5370370370370371,10,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5357142857142857,0.5357142857142857,19,B (0.5-0.6)
biotin,CHEBI:15956,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5357142857142857,0.5357142857142857,5,B (0.5-0.6)
beta-hexaprene,CHEBI:138227,C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5357142857142857,0.5357142857142857,20,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5357142857142857,0.5357142857142857,19,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5357142857142857,0.5357142857142857,19,B (0.5-0.6)
beta-heptaprene,CHEBI:138228,C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5357142857142857,0.5357142857142857,20,B (0.5-0.6)
beta-geranylfarnesene,CHEBI:138226,C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5357142857142857,0.5357142857142857,20,B (0.5-0.6)
biotin,CHEBI:15956,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5357142857142857,0.5357142857142857,5,B (0.5-0.6)
biotin,CHEBI:15956,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,CHEMBL3242,Carbonic anhydrase 12,Carbonic anhydrase,0.5357142857142857,0.5357142857142857,5,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5357142857142857,0.5357142857142857,19,B (0.5-0.6)
o-aminoacetophenone,CHEBI:91110,CC(=O)c1ccccc1N,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5357142857142857,0.5357142857142857,25,B (0.5-0.6)
biotin,CHEBI:15956,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5357142857142857,0.5357142857142857,5,B (0.5-0.6)
"2',3'-cyclic CMP",CHEBI:27652,Nc1ccn([C@@H]2O[C@H](CO)[C@H]3OP(=O)(O)O[C@H]32)c(=O)n1,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5344827586206896,0.5344827586206896,9,B (0.5-0.6)
1-hydroxy-6-methoxyphenazine,CHEBI:192366,COc1cccc2nc3c(O)cccc3nc12,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5333333333333333,0.5333333333333333,17,B (0.5-0.6)
N(2)-acetyl-L-ornithine,CHEBI:16543,CC(=O)N[C@@H](CCCN)C(=O)O,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5333333333333333,0.5333333333333333,14,B (0.5-0.6)
"N-(2,3-dihydroxybenzoyl)-L-serine",CHEBI:17455,O=C(N[C@@H](CO)C(=O)O)c1cccc(O)c1O,CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,Enzyme (other),0.5333333333333333,0.5333333333333333,12,B (0.5-0.6)
N(2)-acetyl-L-ornithine,CHEBI:16543,CC(=O)N[C@@H](CCCN)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5333333333333333,0.5333333333333333,14,B (0.5-0.6)
4-phospho-L-aspartic acid,CHEBI:15836,N[C@@H](CC(=O)OP(=O)(O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5333333333333333,0.5333333333333333,10,B (0.5-0.6)
N(2)-acetyl-L-ornithine,CHEBI:16543,CC(=O)N[C@@H](CCCN)C(=O)O,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5333333333333333,0.5333333333333333,14,B (0.5-0.6)
N(2)-acetyl-L-ornithine,CHEBI:16543,CC(=O)N[C@@H](CCCN)C(=O)O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5333333333333333,0.5333333333333333,14,B (0.5-0.6)
N-methyl-L-glutamic acid,CHEBI:16440,CN[C@@H](CCC(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5333333333333333,0.5333333333333333,17,B (0.5-0.6)
aminopropylcadaverine,CHEBI:64860,NCCCCCNCCCN,CHEMBL3242,Carbonic anhydrase 12,Carbonic anhydrase,0.5333333333333333,0.5333333333333333,7,B (0.5-0.6)
aminopropylcadaverine,CHEBI:64860,NCCCCCNCCCN,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5333333333333333,0.5333333333333333,7,B (0.5-0.6)
1-hydroxy-6-methoxyphenazine,CHEBI:192366,COc1cccc2nc3c(O)cccc3nc12,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5333333333333333,0.5333333333333333,17,B (0.5-0.6)
3-dehydro-L-gulonic acid 6-phosphate,CHEBI:49039,O=C(O)[C@@H](O)C(=O)[C@H](O)[C@@H](O)COP(=O)(O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.53125,0.53125,3,B (0.5-0.6)
3-hexanone,CHEBI:89891,CCCC(=O)CC,CHEMBL2265,Liver carboxylesterase 1,Enzyme (other),0.5294117647058824,0.5294117647058824,10,B (0.5-0.6)
aminopropylcadaverine,CHEBI:64860,NCCCCCNCCCN,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5294117647058824,0.5294117647058824,7,B (0.5-0.6)
3-hexanone,CHEBI:89891,CCCC(=O)CC,CHEMBL3180,Cocaine esterase,Enzyme (other),0.5294117647058824,0.5294117647058824,10,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL226,Adenosine receptor A1,GPCR (aminergic/purinergic),0.5289256198347108,0.5289256198347108,12,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.5289256198347108,0.5289256198347108,12,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL236,Delta-type opioid receptor,GPCR (aminergic/purinergic),0.5289256198347108,0.5289256198347108,12,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL234,D(3) dopamine receptor,GPCR (aminergic/purinergic),0.5289256198347108,0.5289256198347108,12,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5289256198347108,0.5289256198347108,12,B (0.5-0.6)
(R)-cembrene A,CHEBI:82800,C=C(C)[C@H]1CC=C(C)CCC=C(C)CCC=C(C)CC1,CHEMBL4878,Cytochrome P450 1B1,CYP (metabolism),0.5277777777777778,0.5277777777777778,10,B (0.5-0.6)
"5a,11a-dehydrooxytetracycline",CHEBI:134368,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C([C@H](O)[C@@H]12)[C@](C)(O)c1cccc(O)c1C3=O,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.5277777777777778,0.5277777777777778,8,B (0.5-0.6)
(R)-nephthenol,CHEBI:82799,CC1=CCC/C(C)=C/C[C@H](C(C)(C)O)CC/C(C)=C/CC1,CHEMBL3180,Cocaine esterase,Enzyme (other),0.5277777777777778,0.5277777777777778,7,B (0.5-0.6)
L-cysteinylglycine,CHEBI:4047,N[C@@H](CS)C(=O)NCC(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5263157894736842,0.5263157894736842,11,B (0.5-0.6)
5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole,CHEBI:48000,O=C(O)Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5254237288135594,0.5254237288135594,20,B (0.5-0.6)
"3-hydroxy-O,5-dimethyl-L-tyrosine",CHEBI:88159,COc1c(C)cc(C[C@H](N)C(=O)O)cc1O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.525,0.525,18,B (0.5-0.6)
"3-hydroxy-O,5-dimethyl-L-tyrosine",CHEBI:88159,COc1c(C)cc(C[C@H](N)C(=O)O)cc1O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.525,0.525,18,B (0.5-0.6)
"3-hydroxy-O,5-dimethyl-L-tyrosine",CHEBI:88159,COc1c(C)cc(C[C@H](N)C(=O)O)cc1O,CHEMBL203,Epidermal growth factor receptor,Kinase,0.525,0.525,18,B (0.5-0.6)
heptan-2-ol,CHEBI:88815,CCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5238095238095238,0.5238095238095238,21,B (0.5-0.6)
L-aspartic acid,CHEBI:17053,N[C@@H](CC(=O)O)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5238095238095238,0.5238095238095238,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5238095238095238,0.5238095238095238,19,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5238095238095238,0.5238095238095238,19,B (0.5-0.6)
"5,6-dihydrouracil",CHEBI:15901,O=C1CCNC(=O)N1,CHEMBL287,Sigma non-opioid intracellular receptor 1,GPCR (aminergic/purinergic),0.5238095238095238,0.5238095238095238,2,B (0.5-0.6)
"2,6-dichlorobenzoic acid",CHEBI:48623,O=C(O)c1c(Cl)cccc1Cl,CHEMBL3242,Carbonic anhydrase 12,Carbonic anhydrase,0.5217391304347826,0.5217391304347826,17,B (0.5-0.6)
"2,6-dichlorobenzoic acid",CHEBI:48623,O=C(O)c1c(Cl)cccc1Cl,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5217391304347826,0.5217391304347826,17,B (0.5-0.6)
"2,6-dichlorobenzoic acid",CHEBI:48623,O=C(O)c1c(Cl)cccc1Cl,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5217391304347826,0.5217391304347826,17,B (0.5-0.6)
"2,6-dichlorobenzoic acid",CHEBI:48623,O=C(O)c1c(Cl)cccc1Cl,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5217391304347826,0.5217391304347826,17,B (0.5-0.6)
L-aspartic acid,CHEBI:17053,N[C@@H](CC(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5217391304347826,0.5217391304347826,19,B (0.5-0.6)
13-deoxycarminomycin,CHEBI:31056,CC[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,CHEMBL1865,Protein deacetylase HDAC6,Other,0.5212765957446809,0.5212765957446809,5,B (0.5-0.6)
13-deoxycarminomycin,CHEBI:31056,CC[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5212765957446809,0.5212765957446809,5,B (0.5-0.6)
"2,5-didehydro-D-gluconic acid",CHEBI:18281,O=C(O)C(=O)[C@@H](O)[C@H](O)C(=O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.52,0.52,1,B (0.5-0.6)
L-idonic acid,CHEBI:21336,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.52,0.52,3,B (0.5-0.6)
nonadecan-2-ol,CHEBI:197471,CCCCCCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
L-galactonic acid,CHEBI:37425,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.52,0.52,3,B (0.5-0.6)
decan-2-ol,CHEBI:195600,CCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
L-lysine,CHEBI:18019,NCCCC[C@H](N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.52,0.52,19,B (0.5-0.6)
